,0
441,0.31506327
442,0.9408928
443,0.020008607
444,0.9477711
445,0.9997744
446,0.0015522181
447,0.9921244
448,0.0022249012
449,0.72726315
450,0.9998785
451,0.4769652
452,0.8565537
453,0.030947918
454,0.15022555
455,0.0029440203
456,0.0020638295
457,0.95804197
458,5.6970207e-06
459,0.012511844
460,0.84374285
461,0.9201599
462,0.04429086
463,0.011084207
464,0.10708457
465,0.01604452
466,9.2578666e-05
467,0.9994438
468,0.5209999
469,0.00014495566
470,0.0019405255
471,0.9967675
472,0.18635212
473,0.6678569
474,0.9999932
475,0.094597295
476,0.9999502
477,0.000414004
478,0.9463768
479,0.0013763196
480,0.9661881
481,0.998176
482,0.39478463
483,0.0027060425
484,0.96183705
485,0.999607
486,0.0001453102
487,0.89411056
488,0.001684839
489,0.71723217
490,0.08335209
491,0.9991196
492,0.11899367
493,0.08156307
494,0.0050450694
495,0.022960655
496,0.9960014
497,0.96483606
498,0.007979984
499,0.00095877727
500,0.003849771
501,0.006428895
502,0.002328695
503,0.9997639
504,0.42015147
505,0.00017321714
506,0.001046122
507,0.99999416
508,0.9999181
509,0.99645597
510,0.003451968
511,0.621405
512,0.010077169
513,0.019543542
514,5.120235e-05
515,8.3817285e-05
516,0.44397154
517,0.98719496
518,0.004342809
519,0.007569163
520,0.06169078
521,0.5600096
522,0.0035420423
523,0.8637889
524,0.8702578
525,0.0012018696
526,0.16186021
527,0.29228497
528,0.016377611
529,0.021293726
530,0.927077
531,0.017693575
532,0.9024287
533,0.17348783
534,0.7803666
535,0.7690797
536,0.6990642
537,0.18605882
538,0.99858356
539,0.99755055
540,0.99998355
541,0.04608339
542,0.0015884308
543,0.06508225
544,0.0009148307
545,0.9310746
546,8.756109e-05
547,0.71664023
548,0.97841394
549,0.9979189
550,0.00011710379
551,0.018655626
552,0.288575
553,0.9880884
554,0.21826221
555,0.0014733311
556,0.0032279724
557,0.8570305
558,0.27512285
559,0.009341101
560,0.002481847
561,0.99914217
562,0.004589531
563,0.01333852
564,0.8331077
565,0.59640205
566,4.2468044e-05
567,0.92587245
568,0.94801176
569,0.011064948
570,0.9959163
571,0.99999976
572,0.49278766
573,0.0017512193
574,0.000106964544
575,0.09604861
576,3.1207863e-05
577,0.0008596559
578,0.004537454
579,0.99643505
580,0.9989568
581,0.8096744
582,0.008404632
583,0.61666024
584,0.9999429
585,0.54602027
586,0.8248884
587,0.005633886
588,0.09018946
589,0.9994023
590,0.99912256
591,0.032960754
592,0.022032866
593,0.0011543218
594,0.83180285
595,0.014277498
596,0.018029196
597,0.99813926
598,0.1074979
599,0.5679079
600,0.00111001
601,0.009607841
602,0.00084514555
603,0.041896928
604,0.0010184684
605,0.02314297
606,0.0012661236
607,0.008464003
608,0.94317615
609,0.025813691
610,0.027186843
611,0.007557105
612,0.005593807
613,0.001388477
614,0.31293988
615,0.9719509
616,0.99747354
617,0.034737933
618,0.64167947
619,0.002950689
620,0.0074953805
621,0.004650016
622,0.9972856
623,0.8423171
624,0.017782321
625,0.003067907
626,0.0009689637
627,0.016586294
628,0.9882946
629,0.9962863
630,0.97234434
631,0.04158793
632,0.9798767
633,0.28967324
634,0.011131961
635,0.007349294
636,0.4870682
637,0.99954575
638,0.020687547
639,0.07044559
640,0.00020459389
641,0.9964826
642,0.0013874533
643,0.08762114
644,0.03599474
645,0.00014815148
646,0.0016384271
647,0.0058080554
648,0.00039560726
649,0.0002963801
650,0.0022570782
651,0.034729928
652,0.15799232
653,0.00011683453
654,0.008381499
655,0.99985886
656,0.9765841
657,9.561958e-05
658,0.977783
659,0.8018315
660,0.13952608
661,0.99994695
662,0.5358708
663,0.0008660577
664,0.9999597
665,0.0014013668
666,0.999897
667,1.3029265e-05
668,0.96949023
669,0.19509792
670,0.06829509
671,0.040350996
672,0.00046600887
673,1.4268104e-05
674,0.5470251
675,0.008572573
676,0.8304428
677,0.8173629
678,0.0017175146
679,0.96105325
680,0.0018458123
681,0.011036713
682,0.9957767
683,0.990944
684,0.23736171
685,0.07459505
686,0.0049174936
687,0.0026172167
688,0.7198024
689,0.11792155
690,0.0043058884
691,0.50218564
692,0.0015797331
693,0.9120592
694,0.48960358
695,0.7784428
696,0.08572432
697,0.9749816
698,0.032273628
699,0.19093683
700,0.9103622
701,0.04545235
702,0.31057027
703,0.00043493326
704,0.007123776
705,0.041306634
706,0.0012096963
707,0.001037998
708,0.5627949
709,0.93774855
710,0.9986853
711,0.0009247846
712,0.8681031
713,0.26476938
714,0.15193008
715,0.023195926
716,0.97797024
717,0.9735023
718,0.9563955
719,0.9951598
720,0.995401
721,0.2388592
722,0.17504282
723,0.95387614
724,0.00010823951
725,0.0006226336
726,0.00083719887
727,0.9997471
728,0.4919032
729,0.0005109493
730,0.99995065
731,0.59359103
732,0.8578668
733,0.99158984
734,0.0092130955
735,0.9992525
736,0.012468632
737,0.008902123
738,0.00031116002
739,0.99857974
740,0.99964666
741,0.03160682
742,0.9989054
743,0.025612403
744,0.0007598708
745,0.28255334
746,0.0009041448
747,0.4673963
748,0.9976821
749,0.0064669326
750,0.8430562
751,0.03734562
752,0.06109788
753,0.044487324
754,0.00094215444
755,0.99977237
756,0.9997241
757,0.99858534
758,0.88152486
759,0.00069734256
760,0.0026798067
761,0.99962795
762,0.049393006
763,0.010394066
764,0.0006412697
765,0.0009559987
766,0.0070309946
767,0.97242224
768,0.031915218
769,0.89547074
770,0.00080987945
771,0.90043557
772,0.3220396
773,0.05633359
774,0.012043024
775,0.09205547
776,0.0016025901
777,0.98376495
778,0.0040941723
779,0.0004118677
780,0.13675992
781,0.0488367
782,4.3144442e-05
783,0.99770916
784,0.186818
785,0.94162685
786,0.9938496
787,0.0285554
788,0.023958426
789,0.16129944
790,0.9991246
791,0.13618912
792,0.9999229
793,0.0026871087
794,0.010468024
795,0.6909884
796,7.275145e-05
797,0.9761387
798,0.99988854
799,0.001768654
800,0.7687694
801,0.9964457
802,0.012905795
803,0.06797766
804,0.85700494
805,0.99957937
806,0.019868104
807,0.020489933
808,0.048430905
809,0.9722011
810,0.0033716497
811,0.0105709275
812,0.002131802
813,0.9782447
814,0.00089971646
815,0.9948059
816,0.23152857
817,0.11673579
818,0.60624826
819,0.030282853
820,0.092130505
821,0.9833498
822,0.00043703956
823,0.65337354
824,0.98939204
825,0.011042596
826,0.120131515
827,0.8952135
828,0.99812645
829,0.009389752
830,0.98596364
831,0.022310724
832,0.8738019
833,0.9990219
834,0.20733918
835,0.058393635
836,0.0037285448
837,0.0003150471
838,0.0006062739
839,0.17474361
840,0.0012955983
841,0.039034598
842,0.926917
843,0.005789574
844,0.99856913
845,0.0025495514
846,0.0034487117
847,0.8194489
848,0.05210289
849,0.56776786
850,0.4964502
851,0.0036761716
852,0.91012186
853,0.2638872
854,0.0052679563
855,0.0007500902
856,0.9989511
857,0.0034048688
858,0.004180614
859,0.04973197
860,0.00023552423
861,0.9902368
862,0.9904855
863,0.79610384
864,0.9482938
865,0.99983597
866,5.7522655e-05
867,0.010882266
868,0.0012816167
869,0.034539264
870,0.00067937723
871,0.0014348023
872,0.0015981566
873,0.0175742
874,0.08575914
875,0.20719816
876,0.99680126
877,0.9998895
878,0.01656178
879,0.008602574
880,0.9959991
881,0.00257418
882,0.9982521
883,0.9436436
884,0.019441497
885,0.07407209
886,0.99938905
887,0.99989164
888,0.002498939
889,0.017095802
890,0.96864265
891,0.9994615
892,0.99789524
893,0.0001883765
894,0.15603927
895,0.009097366
896,0.9916189
897,0.00084173435
898,0.7781538
899,0.9602164
900,0.13381332
901,0.009236315
902,2.944262e-05
903,0.0006928972
904,0.21956295
905,0.07621291
906,0.045334455
907,0.058112092
908,0.15904975
909,0.014713364
910,0.99703157
911,0.010533895
912,0.34065574
913,0.039830286
914,0.038436785
915,0.020263687
916,0.9279367
917,0.001545657
918,0.5406216
919,0.0010406957
920,0.009341851
921,0.9507269
922,0.004035748
923,0.0021648204
924,0.99970883
925,0.01917155
926,0.9999732
927,0.18011992
928,0.93567437
929,0.01537922
930,0.85843337
931,0.004990299
932,0.3497711
933,0.079926066
934,0.93310267
935,0.00012758764
936,0.096359536
937,0.01463705
938,0.8977526
939,0.9157461
940,0.9990528
941,0.0026647674
942,0.086812325
943,0.017680965
944,0.0194672
945,0.014581153
946,0.13306358
947,0.0039481604
948,0.9338559
949,0.05521967
950,0.9997633
951,0.9877192
952,0.97507393
953,0.9986889
954,0.9999372
955,0.02247715
956,0.97929686
957,0.78888
958,0.015794588
959,0.9779709
960,0.004078316
961,0.7627156
962,8.79576e-05
963,0.05550319
964,0.47065023
965,0.16708213
966,0.025457866
967,0.0526302
968,0.21091828
969,0.09578811
970,0.21093741
971,0.028002841
972,0.9829974
973,0.8932372
974,0.03152894
975,0.894431
976,0.004624397
977,2.7738386e-06
978,0.814969
979,0.0008482969
980,0.9664656
981,0.9867378
982,0.9749214
983,0.005625793
984,0.0017729779
985,0.0021870192
986,0.028626213
987,0.69075334
988,0.99998915
989,0.99011225
990,0.0052659074
991,0.70475256
992,0.012104132
993,0.9999503
994,0.14957124
995,0.08272527
996,0.9748771
997,0.00073901884
998,0.99972624
999,0.008383398
1000,0.00069526455
1001,0.00735552
1002,0.00025889697
1003,0.2918564
1004,0.011289894
1005,0.0011592932
1006,0.83208233
1007,0.00062524923
1008,0.010621619
1009,0.035225816
1010,0.99997044
1011,0.99195755
1012,0.0057804105
1013,0.056305043
1014,0.97306865
1015,5.6523422e-05
1016,0.0067177406
1017,0.9967914
1018,0.9092897
1019,0.23264125
1020,0.022613334
1021,0.5858271
1022,0.16324057
1023,0.0007282395
1024,0.9256249
1025,0.0041746786
1026,0.008324611
1027,0.034106065
1028,0.99753356
1029,0.0059594386
1030,0.18424752
1031,0.994666
1032,0.88014394
1033,0.005330352
1034,0.93755955
1035,0.03138473
1036,0.0007656187
1037,0.8715648
1038,0.0067006918
1039,0.0058971876
1040,0.9268535
1041,0.11292109
1042,0.1547751
1043,0.007509611
1044,0.0032732594
1045,0.011044741
1046,0.006010705
1047,2.9924262e-05
1048,0.0006446796
1049,1.8159737e-05
1050,0.002118386
1051,0.004973071
1052,0.97506636
1053,0.057499867
1054,0.02560329
1055,0.029219376
1056,0.9964133
1057,0.00041112181
1058,0.21998683
1059,0.013228523
1060,0.935896
1061,0.032683156
1062,0.011123283
1063,0.0046702577
1064,0.9938834
1065,0.016767172
1066,0.0010904642
1067,0.9943956
1068,0.9698467
1069,0.0024323738
1070,0.996789
1071,0.9853286
1072,0.99892706
1073,0.9990619
1074,0.0011308241
1075,0.0043451516
1076,0.36472908
1077,0.9426648
1078,0.0021077543
1079,0.999553
1080,0.9999794
1081,0.20593053
1082,0.0020014446
1083,0.99864537
1084,0.00086065335
1085,0.00080578716
1086,0.0074642175
1087,0.2955408
1088,0.36811358
1089,0.20051165
1090,0.9624695
1091,0.7108357
1092,0.009041514
1093,0.009925424
1094,0.017098287
1095,0.0010611042
1096,0.0004057283
1097,0.94263524
1098,0.0017648871
1099,0.8055704
1100,0.99902546
1101,0.00029361068
1102,0.030946702
1103,0.23464565
1104,0.08368019
1105,0.75621384
1106,0.018347846
1107,0.25448567
1108,0.47237664
1109,0.0009170548
1110,0.02270223
1111,0.3021548
1112,0.0055502774
1113,0.99089557
1114,0.0011375432
1115,0.010469867
1116,0.011518531
1117,0.023780959
1118,0.05434707
1119,0.29195803
1120,0.00035384958
1121,0.022211496
1122,0.97021735
1123,0.5519762
1124,0.011755176
1125,0.06678835
1126,0.9962375
1127,0.00083967985
1128,0.000349199
1129,0.048120562
1130,0.97836405
1131,0.014419242
1132,0.99090016
1133,0.0007572363
1134,1.0426729e-05
1135,0.006126238
1136,0.053962994
1137,0.72714555
1138,0.2627956
1139,0.99685585
1140,0.007897336
1141,0.0009581969
1142,0.9999938
1143,0.0075834543
1144,0.00018883435
1145,0.00242144
1146,0.0039838003
1147,0.99834347
1148,0.007700969
1149,0.13620085
1150,0.909794
1151,0.97584856
1152,0.022717217
1153,0.00026849873
1154,0.028665135
1155,0.010195182
1156,0.009876404
1157,0.0042602913
1158,0.995096
1159,0.23716673
1160,0.9826617
1161,0.014916793
1162,0.0015171134
1163,0.038925298
1164,0.0058565447
1165,0.00017015592
1166,0.9944535
1167,0.0070944796
1168,0.40870613
1169,0.025936093
1170,0.99987423
1171,0.99858654
1172,0.09702007
1173,0.9971666
1174,0.00040523216
1175,0.027651848
1176,0.0009429636
1177,0.00972201
1178,0.00024737764
1179,0.0008844471
1180,0.022088004
1181,0.0014728885
1182,0.008808203
1183,0.029085135
1184,0.9296346
1185,0.0023223062
1186,0.0066123726
1187,0.90396637
1188,0.8214224
1189,0.44894946
1190,0.98533255
1191,0.47709432
1192,0.9998197
1193,0.047620483
1194,0.0011871153
1195,0.8763486
1196,0.00053783844
1197,0.001803314
1198,0.9908289
1199,0.9337068
1200,0.01962348
1201,0.00030557578
1202,0.9752006
1203,0.9998646
1204,0.0018258282
1205,0.9940321
1206,0.017484473
1207,0.00023855103
1208,0.9754337
1209,0.0005354921
1210,0.0043450114
1211,0.9657372
1212,0.02498762
1213,0.99977595
1214,0.99950063
1215,0.017054828
1216,0.29198757
1217,0.0036407663
1218,0.028971596
1219,0.0010121881
1220,0.9964191
1221,0.0003418584
1222,0.0078624105
1223,0.99407214
1224,0.014058848
1225,0.013801107
1226,0.98838276
1227,0.00070545764
1228,0.81963927
1229,0.010120146
1230,0.9661971
1231,9.6193005e-05
1232,0.84366244
1233,0.47097915
1234,0.99995494
1235,0.037640896
1236,0.75912017
1237,0.0083654085
1238,0.00077454763
1239,0.40382025
1240,0.2144689
1241,0.0014680491
1242,0.999956
1243,0.9977981
1244,0.754747
1245,0.86600864
1246,0.83880705
1247,0.12750015
1248,0.000660002
1249,0.028892217
1250,0.28469813
1251,0.0013648961
1252,0.99819845
1253,0.87136984
1254,0.990467
1255,9.785071e-05
1256,0.0011544554
1257,0.025247447
1258,0.047327977
1259,0.0016927585
1260,3.269416e-05
1261,0.17740902
1262,0.010792511
1263,0.002484768
1264,0.8716731
1265,0.015193715
1266,0.27996698
1267,0.9920988
1268,0.34691867
1269,0.22627583
1270,0.99926716
1271,0.9974963
1272,0.99447775
1273,0.0011526424
1274,0.97059155
1275,0.009768914
1276,0.00069335627
1277,0.024063552
1278,0.017843265
1279,0.00041047254
1280,0.9796668
1281,0.0643074
1282,0.25509366
1283,0.16035053
1284,0.5032031
1285,0.45317852
1286,0.0019739124
1287,0.16928568
1288,0.93441176
1289,0.9237213
1290,0.0018336104
1291,0.01256541
1292,0.95725375
1293,0.005414999
1294,0.00023001934
1295,0.0054171383
1296,0.99674124
1297,0.0115838135
1298,0.03877191
1299,0.87403566
1300,0.89158785
1301,0.9612776
1302,0.99412763
1303,0.00012617717
1304,0.030945167
1305,0.92937887
1306,0.0090119075
1307,0.67007667
1308,0.043542694
1309,0.9601777
1310,0.0024926222
1311,5.252174e-05
1312,0.9743181
1313,0.9999424
1314,0.035714258
1315,0.9560249
1316,0.00011646524
1317,0.9585492
1318,0.00015250243
1319,0.45760688
1320,0.00035973973
1321,0.0019155773
1322,0.024512757
1323,0.007567133
1324,0.9489339
1325,0.000755927
1326,0.051832084
1327,0.6889914
1328,0.18664987
1329,0.0122918105
1330,0.95762575
1331,0.9995066
1332,0.33858764
1333,0.004864981
1334,0.0043587945
1335,0.32622302
1336,0.18376346
1337,0.012621407
1338,0.9944652
1339,0.998156
1340,0.0031472582
1341,0.006494968
1342,0.99508613
1343,0.032785438
1344,0.054736163
1345,0.9958171
1346,1.6760952e-05
1347,0.053329807
1348,0.70915943
1349,0.119981535
1350,0.003977248
1351,1.17094505e-05
1352,0.14947924
1353,0.2721521
1354,0.0002012529
1355,0.038322404
1356,0.9996438
1357,0.9999318
1358,0.12546888
1359,0.6403309
1360,0.999516
1361,0.009965809
1362,0.26821953
1363,0.0055254614
1364,0.9990969
1365,0.9943815
1366,0.6883143
1367,0.7152336
1368,0.13425805
1369,0.6904863
1370,0.12031994
1371,0.03553116
1372,0.20010525
1373,0.99989545
1374,0.09311865
1375,0.09934804
1376,0.9962121
1377,0.00016702025
1378,0.67650795
1379,0.9999138
1380,0.007913069
1381,0.9691836
1382,0.9988599
1383,0.5928384
1384,0.032903753
1385,0.0035161949
1386,0.99990606
1387,0.7608675
1388,0.0011984075
1389,0.00013061303
1390,0.9998547
1391,0.8212183
1392,0.0004058397
1393,0.33228794
1394,0.020405723
1395,0.031340748
1396,0.012782249
1397,0.0053488975
1398,0.8656538
1399,0.5509031
1400,0.9825283
1401,0.9992029
1402,0.5743781
1403,0.046797916
1404,0.0004209047
1405,0.016315436
1406,0.999226
1407,0.87138116
1408,0.00025271988
1409,0.045049727
1410,0.9591543
1411,8.25269e-05
1412,0.00037067113
1413,0.009353442
1414,0.015374737
1415,0.99967885
1416,0.00052207924
1417,0.020093638
1418,0.0021536488
1419,0.89626265
1420,0.7639342
1421,0.82316
1422,0.9978878
1423,0.048670866
1424,0.86057335
1425,0.001637097
1426,0.017989334
1427,0.93486583
1428,0.0015254348
1429,0.0010450617
1430,0.00052659225
1431,0.0010934315
1432,0.0006742416
1433,0.026127357
1434,0.00032531391
1435,0.0009613906
1436,0.17985538
1437,0.98670805
1438,0.986839
1439,0.9704147
1440,0.9939177
1441,0.19551307
1442,0.079951875
1443,0.008100061
1444,0.031042742
1445,0.46071225
1446,0.99719536
1447,0.97206926
1448,0.0005807583
1449,0.023121182
1450,0.00048720464
1451,0.007805897
1452,0.99964905
1453,0.99999225
1454,0.09446971
1455,0.9997309
1456,0.83937705
1457,0.14150965
1458,8.922894e-05
1459,0.00036792224
1460,0.052301437
1461,0.011465749
1462,0.0002485761
1463,0.9762659
1464,0.99835616
1465,0.013039125
1466,0.00891082
1467,0.3684875
1468,0.0041571734
1469,0.06210214
1470,0.041943684
1471,0.0018317848
1472,0.9812143
1473,0.10736861
1474,0.049223073
1475,0.8214865
1476,0.01344484
1477,0.0004720661
1478,0.8989773
1479,0.99846435
1480,0.017808333
1481,0.010969397
1482,0.99971515
1483,0.0011539294
1484,0.9999577
1485,0.60789245
1486,0.6462475
1487,0.9208514
1488,0.9869233
1489,0.00072896504
1490,0.09265172
1491,0.080204755
1492,0.6503504
1493,0.0019297373
1494,0.032678124
1495,0.0005674568
1496,0.021704849
1497,0.00050931255
1498,0.86354256
1499,0.8634902
1500,0.1953612
1501,0.03415055
1502,0.8949587
1503,0.011090863
1504,0.0012638001
1505,0.9896745
1506,0.0017734903
1507,0.6854878
1508,0.9963097
1509,0.9999082
1510,0.068575636
1511,0.104835555
1512,0.19480245
1513,0.0062663537
1514,0.9236738
1515,0.0021289852
1516,0.058600537
1517,0.0034060858
1518,0.001289033
1519,0.99379164
1520,0.000109030734
1521,0.0010703299
1522,0.9935468
1523,0.31378525
1524,0.013184246
1525,0.18212374
1526,0.9817615
1527,0.0033915637
1528,2.9585095e-05
1529,0.4221548
1530,0.012618407
1531,0.9987029
1532,0.9670911
1533,0.005645858
1534,0.06604943
1535,0.57456475
1536,0.90578413
1537,0.011349583
1538,0.0033148432
1539,0.16362455
1540,0.0013984524
1541,0.98623127
1542,0.9961785
1543,0.0069742757
1544,0.00090854464
1545,0.78866535
1546,0.0018179355
1547,0.24902979
1548,0.011511404
1549,0.92961645
1550,0.99806875
1551,0.0014059319
1552,0.9392833
1553,0.106142715
1554,0.8171431
1555,0.103271715
1556,0.00041303172
1557,0.0019191754
1558,0.2307261
1559,0.9948742
1560,0.0041390536
1561,0.9993462
1562,0.3964705
1563,0.19401813
1564,0.9278279
1565,0.88741714
1566,0.023710323
1567,0.999741
1568,0.0122263
1569,0.9999745
1570,0.019231906
1571,0.23960324
1572,0.98482
1573,0.028100042
1574,0.98889554
1575,0.0003965962
1576,0.95304275
1577,0.37654573
1578,0.04537861
1579,0.9980433
1580,0.0018084947
1581,0.9584435
1582,0.0053548934
1583,0.97343314
1584,0.038735192
1585,0.13259783
1586,0.57098216
1587,0.014990649
1588,0.008506218
1589,0.012127126
1590,0.0015249294
1591,0.15588857
1592,0.0041903844
1593,0.018652124
1594,0.9993106
1595,0.8099876
1596,0.22787744
1597,0.91646653
1598,0.0005651916
1599,0.9620405
1600,0.17517363
1601,0.009969013
1602,0.004148542
1603,0.009419875
1604,0.014275759
1605,0.9964218
1606,0.00036938654
1607,0.01092462
1608,0.06136296
1609,0.009464147
1610,0.8771204
1611,0.84913945
1612,0.00034602673
1613,0.105957665
1614,0.9931202
1615,0.0026833327
1616,0.21360856
1617,0.017716473
1618,0.136761
1619,0.010793977
